age,annual_income,employment_years,loan_amount,loan_term_months,interest_rate,credit_score,num_credit_lines,num_delinquent_accounts,monthly_payment_capacity,last_audit_team_id,debt_to_income_ratio,loan_term_risk,loan_defaulted
-1.6356663144715087,0.33815743169445034,-0.7521725290623261,0.736336437460616,-0.9810709997397343,0.45583615476780104,-0.0013393759203813931,0.5935275296541407,-0.5470386871227919,0.10443898730388586,-0.7126108365134752,-0.10607718589341787,-0.6658113158498937,1
0.8673299075257503,-0.49401400600887385,3.8589931256858945,-0.47545701787608446,0.7906147785712985,-0.6983267616010664,0.44276416964692367,-1.1614326408193678,-0.5470386871227919,-0.34991185042951156,-0.5190875395215204,-0.3192729653806582,0.19485883753190988,0
1.4930789630250652,-0.7199009170943904,-0.2849619120614051,0.29715930398483753,-0.09522811058421794,0.4900698005923006,-0.4555361838869434,0.5935275296541407,-0.5470386871227919,-0.7212391723143478,0.25500564844629897,0.8088241267982286,0.16862889000027392,0
1.7016619815248368,-0.20324321797442066,-0.1427673764524291,0.5028235219144532,0.7906147785712985,-0.5956258241275656,0.22071239686327113,-0.5764459173281983,-0.5470386871227919,-0.18773462597070545,-0.7126108365134752,0.13273276278401622,0.2637124498024542,1
-0.38416820347287917,-0.629018632182394,-0.8537400544973089,5.163386271755111,1.6764576677268148,-0.796137178242496,0.7960283536209163,0.5935275296541407,-0.5470386871227919,-1.0343198783772902,1.6096687273899828,5.500358301586508,0.736671191232264,0
-0.5927512219726507,-0.6549694643447875,-0.020886345930449763,-0.5078070236953426,-1.8669138888952508,0.08904709236244064,-0.2435776735025478,0.5935275296541407,1.301064985589343,-0.7005759217169543,0.4485289454382538,-0.21267507563703797,-1.544514558159697,0
0.554455379776093,-0.21504473515688716,2.2948532339871592,0.5342898816603603,-1.8669138888952508,-1.011320094853641,1.149292537594909,1.17851425314531,-0.5470386871227919,-0.7238992689429777,0.25500564844629897,0.16340841450879903,-1.7289438767415122,0
0.554455379776093,0.48398296983327127,-0.4474699527573776,-0.3509843913998104,1.6764576677268148,0.34335417563015697,-0.2940439854988325,1.17851425314531,-0.5470386871227919,0.5964618601494046,1.0290988364141183,-0.5764883050929619,1.6916052185558845,0
1.3887874537751794,-0.14198815123860478,1.6041940610292758,-0.9910386971970084,-0.9810709997397343,-0.2532893658825629,0.17024608486698647,1.17851425314531,1.301064985589343,0.03977330497457206,-1.2931807274893399,-0.7878435454767153,-0.9035202153553444,1
-1.3227917867218513,-0.8759169198742519,-0.1224538713654326,-0.23793874363276682,-0.09522811058421794,-0.3119756158674202,0.47304395684469447,-1.1614326408193678,-0.5470386871227919,-0.7823263913218143,-0.13204094553761073,0.5812107910003406,-0.23465655329862845,1
0.8673299075257503,-0.7325914220950246,-0.42715644767038113,-0.7553789748444352,0.7906147785712985,-0.12613582424870473,0.00875388647887554,0.008540806162971173,-0.5470386871227919,-0.5484120609959195,0.25500564844629897,-0.4178951856758349,0.5784718201820849,0
-1.0099172589721939,0.693122383499035,-0.7521725290623261,-0.936800199113506,0.7906147785712985,1.0573702171125914,-0.28395072309957553,-0.5764459173281983,-0.5470386871227919,0.8570278252688108,0.8355755394221634,-0.8037948843736024,1.3719277330140713,0
-1.7399578237213944,-0.10284495734397524,-0.041199851017446255,-0.23035977923441067,-0.9810709997397343,0.44116459227158605,-0.7381475310661375,-0.5764459173281983,1.301064985589343,-0.09920090996283921,-0.32556424252956556,-0.36375266038159326,-0.6707294310120756,0
-0.07129367572322176,-0.07255494029908119,-0.528723973105364,-0.7550900905512243,-0.09522811058421794,-0.16525999090527654,0.28127197125881276,0.5935275296541407,-0.5470386871227919,0.0792630727829238,-0.32556424252956556,-0.6634537777327211,-0.16088482586590225,0
-0.9056257497223081,-0.37638243106844116,-0.4677834578443742,1.1758911974634678,-0.09522811058421794,-0.94285280320464,0.8162148784194302,0.5935275296541407,-0.5470386871227919,-0.5147681722071521,-1.099657430497385,0.8154193919190572,-0.5518749812593504,0
0.7630383982758646,-0.6337838243771479,-0.6506050036273433,2.014680274418491,0.7906147785712985,0.5145224047526583,-1.0510386654431025,-0.5764459173281983,-0.5470386871227919,-0.8077809826324421,-0.32556424252956556,2.337391852244155,1.0079872110126231,0
-0.38416820347287917,-0.46388764971827234,-0.8943670646713021,-0.08743506189025692,-0.9810709997397343,-0.5565016574709938,0.8666811904157149,1.17851425314531,-0.5470386871227919,-0.47792266711892656,0.25500564844629897,-0.025860356633110863,-1.0051612620404335,0
-1.4270832959717372,0.6610668964568376,0.14162169476552275,0.6659644753854627,-0.09522811058421794,0.22598167566044156,-0.16283157430849232,0.008540806162971173,-0.5470386871227919,0.5616525956947614,0.25500564844629897,-0.2566946358621013,0.03583978062136701,0
-0.38416820347287917,0.5531636212366854,-0.3662159324093914,-0.8009175871217196,-0.9810709997397343,0.08415657153036928,-0.19311136150626312,0.008540806162971173,1.301064985589343,0.670545551256749,-1.4867040244812946,-0.7498057373379846,-0.7904035666251643,0
0.03299783352666403,-0.708705923404992,-0.6709185087143399,-0.8128505853772281,-0.09522811058421794,2.138175321000387,-2.454002138939816,0.008540806162971173,-0.5470386871227919,-0.5326161538725789,0.061482351454344115,-0.5028667409534832,0.9973312948278958,0
0.4501638705262072,-0.5871043517952309,0.4056972608964783,-0.3874347919255367,-0.09522811058421794,-0.546720615806851,-0.011432638319638326,0.008540806162971173,-0.5470386871227919,-0.4774318159553103,0.8355755394221634,-0.16206025029114643,-0.3526913171909899,0
-0.2798766942229934,-0.8755577905446496,1.0354159185933718,-0.4976318769233592,-0.09522811058421794,0.48517927976022923,-0.25367093590180473,1.17851425314531,-0.5470386871227919,-0.7432103037541508,1.0290988364141183,0.15850031023283365,0.16616983241918298,0
0.24158085202643562,1.4510587167361386,-0.40684294258338455,0.6340556632253348,-0.9810709997397343,0.25043427982079924,0.03903367367664634,-0.5764459173281983,-0.5470386871227919,1.2101999876632477,-0.32556424252956556,-0.44120868098666977,-0.7346649281204379,0
-0.38416820347287917,0.31386006250150533,-0.06151335610444293,-0.33791410792026694,1.6764576677268148,-0.6249689491199947,0.5638833184380069,1.17851425314531,-0.5470386871227919,0.4337526163648727,1.416145430398028,-0.5399842795404703,0.8801162167958979,0
-0.38416820347287917,1.1676059024293435,-0.4880969629313708,-0.015907562642259995,-0.9810709997397343,1.1405090712578063,-0.9097329918535054,1.17851425314531,-0.5470386871227919,1.080561445179647,0.4485289454382538,-0.5674389878341509,-0.43629927494807963,0
0.24158085202643562,1.1709517045939282,0.08068117950453307,-0.10567253501524997,-0.09522811058421794,0.030360842377582496,-0.07199221271517993,-1.1614326408193678,-0.5470386871227919,1.1819332942023535,1.6096687273899828,-0.5921328874726011,-0.06252252262226762,0
0.03299783352666403,0.36773952082542727,-0.32558892223539826,-0.0677588316971155,-0.9810709997397343,-1.177597803144071,1.6438623951584987,0.008540806162971173,1.301064985589343,0.3279567733062186,1.6096687273899828,-0.4424357070556611,-1.2133614705727935,0
-0.38416820347287917,-0.1701712399682693,0.3650702507224851,-0.4600353798879663,1.6764576677268148,-0.30219457420327744,0.47304395684469447,2.3484877001276487,-0.5470386871227919,-0.02477837321351485,-0.13204094553761073,-0.4698904153493417,1.1506125507158937,1
